ID,topic,subtopic,Category,level,Hours,content,glossary,content (es)
C.1.AS5,C (core),C.1,Applications and skills,core,,Discussion of the advantages and disadvantages of the different energy sources in C.2 through to C.8.,,Discusión de las ventajas y desventajas de las diferentes fuentes de energía desde C.2 hasta C.8.
C.1.IM1,C (core),C.1,International-mindedness,core,,"The International Energy Agency is an autonomous organization based in Paris which works to ensure reliable, affordable and clean energy for its 28 member countries and beyond.",,"La Agencia Internacional de Energía es una organización autónoma con base en París que trabaja para asegurar energía fiable, económica y limpia para sus 28 países miembros y otros"
C.1.IM2,C (core),C.1,International-mindedness,core,,"The International Renewable Energy Agency (IRENA), based in Abu Dhabi, UAE, was founded in 2009 to promote increased adoption and sustainable use of renewable energy sources (bioenergy, geothermal energy, hydropower, ocean, solar and wind energy).",,"La Agencia Internacional de Energías Renovables (IRENA), con base en Abu Dabi, EAU, se fundó en 2009 para promover la adopción creciente y uso sostenible de fuentes de energía renovables (bioenergía, energía geotérmica, energía hídráulica, oceánica, solar y eólica)."
C.1.ToK1,C (core),C.1,Theory of Knowledge,core,,"“I have no doubt that we will be successful in harnessing the sun’s energy. If sunbeams were weapons of war we would have had solar energy centuries ago.” (Lord George Porter). In what ways might social, political, cultural and religious factors affect the types of research that are financed and undertaken, or rejected?",,"“No tengo dudas de que el aprovechamiento de la energía solar tendrá éxito. Si los rayos del sol fueran armas de guerra, ya habríamos tenido energía solar hace cientos de años.” (Lord George Porter). ¿En qué medida deberían los factores sociales, políticos, culturales y religiosos afectar el tipo de investigación que se ha de financiar y realizar o rechazar?"
C.1.ToK2,C (core),C.1,Theory of Knowledge,core,,There are many ethical issues raised by energy generation and its consequent contributions to pollution and climate change.What is the influence of political pressure on different areas of knowledge?,,Existen muchos aspectos éticos que se derivan de la generación de energía y su consecuente contribución a la contaminación y al cambio climático. ¿Cómo influyen las presiones políticas en las diferentes áreas del conocimiento?
C.1.Aims1,C (core),C.1,Aims,core,,Aim 1: Discussions of the possible energy sources provide opportunities for scientific study and creativity within a global context.,,Objetivo 1: Discusión sobre el hecho de que las posibles fuentes de energía proporcionen oportunidades para el estudio científico y la creatividad dentro de un contexto global.
C.1.Aims2,C (core),C.1,Aims,core,,Aim 6: The energy density of different fuels could be investigated experimentally.,,Objetivo 6: Se podría investigar experimentalmente la densidad de energía de diferentes combustibles.
C.1.Aims3,C (core),C.1,Aims,core,,Aim 7: Databases of energy statistics on a global and national scale can be explored here.,,Objetivo 7: Se pueden explorar bases de datos estadísticos de energía a escala nacional y global.
C.1.Aims4,C (core),C.1,Aims,core,,Aim 8: Energy production has global economic and environmental dimensions. The choices made in this area have moral and ethical implications.,,Objetivo 8: La producción de energía tiene dimensiones globales a nivel económico y ambiental. Las elecciones que se realizan en esta área tienen implicaciones morales y éticas.
C.2.NoS,C (core),C.2,Nature of Science,core,,Scientific community and collaboration—the use of fossil fuels has had a key role in the development of science and technology. (4.1),,La comunidad científica y la colaboración: el uso de combustibles fósiles ha tenido un papel fundamental en el desarrollo de la ciencia y la tecnología. (4.1)
C.2.U1,C (core),C.2,Understandings,core,,"Fossil fuels were formed by the reduction of biological compounds that contain carbon, hydrogen, nitrogen, sulfur and oxygen.",,"Los combustibles fósiles se formaron por reducción de compuestos biológicos que contienen carbono, hidrógeno, nitrógeno, azufre y oxígeno."
C.2.U2,C (core),C.2,Understandings,core,,Petroleum is a complex mixture of hydrocarbons that can be split into different component parts called fractions by fractional distillation.,,"El petróleo es una mezcla compleja de hidrocarburos que se pueden desdoblar, por medio de la destilación fraccionada, en diferentes partes componentes llamadas fracciones."
C.2.U3,C (core),C.2,Understandings,core,,Crude oil needs to be refined before use. The different fractions are separated by a physical process in fractional distillation.,,El petróleo crudo necesita ser refinado antes de su uso. Las diferentes fracciones se separan por medio de un proceso físico en la destilación fraccionada.
C.2.U4,C (core),C.2,Understandings,core,,"The tendency of a fuel to auto-ignite, which leads to “knocking” in a car engine, is related to molecular structure and measured by the octane number.",,"La tendencia de un combustible a arder espontáneamente, que conduce al “golpeteo” en el motor de un automóvil, se relaciona con la estructura molecular y se mide por el número de octano."
C.2.U5,C (core),C.2,Understandings,core,,The performance of hydrocarbons as fuels is improved by the cracking and catalytic reforming reactions.,,El comportamiento de los hidrocarburos como combustibles se perfecciona por medio de las reacciones de craqueo y reformado catalítico.
C.2.U6,C (core),C.2,Understandings,core,,Coal gasification and liquefaction are chemical processes that convert coal to gaseous and liquid hydrocarbons.,,La gasificación y licuación del carbón son procesos químicos que convierten el carbón en hidrocarburos gaseosos y líquidos.
C.2.U7,C (core),C.2,Understandings,core,,A carbon footprint is the total amount of greenhouse gases produced during human activities. It is generally expressed in equivalent tons of carbon dioxide.,,"La huella de carbono es la cantidad total de gases que causan efecto invernadero producido durante las actividades humanas. Generalmente, se expresa en toneladas equivalentes de dióxido de carbono."
C.2.AS1,C (core),C.2,Applications and skills,core,,Discussion of the effect of chain length and chain branching on the octane number.,,Discusión del efecto de la longitud y las ramificaciones de la cadena sobre el número de octano.
C.2.AS2,C (core),C.2,Applications and skills,core,,Discussion of the reforming and cracking reactions of hydrocarbons and explanation how these processes improve the octane number.,,Discusión de las reacciones de reformado y craqueo de los hidrocarburos y explicación de cómo estos procesos aumentan el número de octano.
C.2.AS3,C (core),C.2,Applications and skills,core,,"Deduction of equations for cracking and reforming reactions, coal gasification and liquefaction.",,"Deducción de ecuaciones de las reacciones de craqueo y reformado, gasificación y licuación del carbón."
C.2.AS4,C (core),C.2,Applications and skills,core,,Discussion of the advantages and disadvantages of the different fossil fuels.,,Discusión de las ventajas y desventajas de los distintos combustibles fósiles.
C.2.AS5,C (core),C.2,Applications and skills,core,,"Identification of the various fractions of petroleum, their relative volatility and their uses.",,"Identificación de las distintas fracciones del petróleo, su volatilidad relativa y sus usos."
C.2.AS6,C (core),C.2,Applications and skills,core,,"Calculations of the carbon dioxide added to the atmosphere, when different fuels burn and determination of carbon footprints for different activities.",,Cálculos del dióxido de carbono emitido a la atmósfera durante la combustión de distintos combustibles y determinación de la huella de carbono de diferentes actividades.
C.2.G1,C (core),C.2,Guidance,core,,The cost of production and availability (reserves) of fossil fuels and their impact on the environment should be considered.,,Se debe tratar el costo de producción y la disponibilidad (reservas) de combustibles fósiles y su impacto ambiental.
C.2.IM1,C (core),C.2,International-mindedness,core,,"The choice of fossil fuel used by different countries depends on availability, and economic, societal, environmental and technological factors.",,"La elección de un combustible fósil en diferentes países depende de su disponibilidad y de factores económicos, sociales, ambientales y tecnológicos."
C.2.IM2,C (core),C.2,International-mindedness,core,,"Different fuel rating systems (RON, MON or PON) are used in different countries.",,"En diferentes países se usan diferentes sistemas de clasificación de combustibles (RON, MON o PON)."
C.2.IM3,C (core),C.2,International-mindedness,core,,"Ocean drilling, oil pipelines and oil spills are issues that demand international cooperation and agreement.",,"Las perforaciones oceánicas, los oleoductos y los derrames de petróleo son asuntos que demandan cooperación y acuerdo internacional."
C.2.Aims1,C (core),C.2,Aims,core,,Aim 6: Possible experiments include fractional distillation and catalytic cracking reactions,,Objetivo 6: Los posibles experimentos pueden ser destilación fraccionada y reacciones de craqueo catalítico.
C.2.Aims2,C (core),C.2,Aims,core,,Aim 7: Databases of energy statistics on a global and national scale can be explored here.,,Objetivo 7: Se pueden explorar bases de datos estadísticos de energía a escala nacional y global.
C.2.Aims3,C (core),C.2,Aims,core,,Aim 7: Many online calculators are available to calculate carbon footprints.,,Objetivo 7: Existen muchos calculadores en línea para calcular huellas de carbono.
C.2.Aims4,C (core),C.2,Aims,core,,Aim 8: Consideration of the advantages and disadvantages of fossil fuels illustrates the economic and environmental implications of using science and technology.,,Objetivo 8: La consideración de las ventajas y desventajas de los combustibles fósiles ilustra las implicaciones económicas y ambientales del uso de la ciencia y la tecnología.
C.3.NoS,C (core),C.3,Nature of Science,core,,Assessing the ethics of scientific research—widespread use of nuclear fission for energy production would lead to a reduction in greenhouse gas emissions. Nuclear fission is the process taking place in the atomic bomb and nuclear fusion that in the hydrogen bomb. (4.5),,"Evaluar la ética de la investigación científica: el uso generalizado de la fisión nuclear para producir energía conduciría a la reducción de la emisión de gases que causan el efecto invernadero. La fisión nuclear es el proceso que tiene lugar en la bomba atómica y la fusión nuclear, en la bomba de hidrógeno. (4.5)"
C.3.U1,C (core),C.3,Understandings,core,,Light nuclei can undergo fusion reactions as this increases the binding energy per nucleon.,,Los núcleos ligeros pueden sufrir reacciones de fusión puesto que esto aumenta la energía de enlace por nucleón.
C.3.U2,C (core),C.3,Understandings,core,,"Fusion reactions are a promising energy source as the fuel is inexpensive and abundant, and no radioactive waste is produced.",,Las reacciones de fusión constituyen una prometedora fuente de energía puesto que el combustible no es caro y es abundante y no genera residuos radiactivos.
C.3.U3,C (core),C.3,Understandings,core,,Absorption spectra are used to analyse the composition of stars.,Absorption spectrum (experimental),Los espectros de absorción se usan para analizar la composición de las estrellas.
C.3.U4,C (core),C.3,Understandings,core,,Heavy nuclei can undergo fission reactions as this increases the binding energy per nucleon.,,Los núcleos pesados pueden sufrir reacciones de fisión puesto que esto aumenta la energía de enlace por nucleón.
C.3.U5,C (core),C.3,Understandings,core,,\^{235}U undergoes a fission chain reaction: \^{235}_{92}U + \^{1}_{0}n -> \^{236}_{92}U -> X + Y + neutrons,,El \^{235}U sufre una reacción de fisión en cadena: \^{235}_{92}U + \^{1}_{0}n -> \^{236}_{92}U -> X + Y + neutrones
C.3.U6,C (core),C.3,Understandings,core,,The critical mass is the mass of fuel needed for the reaction to be self-sustaining.,,La masa crítica es la masa de combustible necesaria para que la reacción sea autosostenible.
C.3.U7,C (core),C.3,Understandings,core,,"239Pu, used as a fuel in “breeder reactors”, is produced from 238U by neutron capture.",,"El 239Pu, usado como combustible en “reactores reproductores” se produce cuando el 238U captura un neutrón."
C.3.U8,C (core),C.3,Understandings,core,,Radioactive waste may contain isotopes with long and short half-lives.,,Los residuos radiactivos pueden contener isótopos con períodos de semirreacción largos y cortos.
C.3.U9,C (core),C.3,Understandings,core,,Half-life is the time it takes for half the number of atoms to decay.,,El período de semirreacción es el tiempo necesario para que un número de átomos se desintegre hasta la mitad.
C.3.AS1,C (core),C.3,Applications and skills,core,,Construction of nuclear equations for fusion reactions.,,Construcción de ecuaciones nucleares para reacciones de fusión.
C.3.AS2,C (core),C.3,Applications and skills,core,,Explanation of fusion reactions in terms of binding energy per nucleon.,,Explicación de reacciones de fusión en función de la energía de enlace por nucleón.
C.3.AS3,C (core),C.3,Applications and skills,core,,"Explanation of the atomic absorption spectra of hydrogen and helium, including the relationships between the lines and electron transitions.","Absorption spectrum (experimental),Quantitative analysis","Explicación de los espectros de absorción atómica del hidrógeno y el helio, incluyendo las relaciones entre las líneas y las transiciones electrónicas."
C.3.AS4,C (core),C.3,Applications and skills,core,,Deduction of nuclear equations for fission reactions.,,Deducción de ecuaciones nucleares de reacciones de fisión.
C.3.AS5,C (core),C.3,Applications and skills,core,,Explanation of fission reactions in terms of binding energy per nucleon.,,Explicación de reacciones de fisión en función de la energía de enlace por nucleón.
C.3.AS6,C (core),C.3,Applications and skills,core,,Discussion of the storage and disposal of nuclear waste.,,Discusión del almacenamiento y eliminación de los residuos nucleares.
C.3.AS7,C (core),C.3,Applications and skills,core,,Solution of radioactive decay problems involving integral numbers of half-lives.,,Resolución de problemas de desintegración radioactiva con períodos de semirreacción de números enteros.
C.3.G1,C (core),C.3,Guidance,core,,Students are not expected to recall specific fission reactions.,,No se espera que los alumnos recuerden reacciones de fisión específicas.
C.3.G2,C (core),C.3,Guidance,core,,The workings of a nuclear power plant are not required.,,No se requiere el funcionamiento de una planta de energía nuclear.
C.3.G3,C (core),C.3,Guidance,core,,"Safety and risk issues include: health, problems associated with nuclear waste and core meltdown, and the possibility that nuclear fuels may be used in",,"Los aspectos relativos a la seguridad y riesgos incluyen: salud, problemas asociados con los residuos nucleares y fusión del núcleo y la posibilidad de que los combustibles nucleares se usen en armas nucleares."
C.3.G4,C (core),C.3,Guidance,core,,"The equations, N = N0 e-\lambda{}t and t_{1/2} = ln 2 / \lambda{} are given in section 1 of the data booklet.",,En la sección 1 del cuadernillo de datos se dan las ecuaciones N = N0e\lambda{}t y T =_{1/2} = ln 2 / \lambda{}
C.3.IM1,C (core),C.3,International-mindedness,core,,The use of nuclear energy is monitored internationally by the International Atomic Energy Agency.,,El uso de energía nuclear es controlado internacionalmente por el Organismo Internacional de Energía Atómica.
C.3.IM2,C (core),C.3,International-mindedness,core,,"High-energy particle physics research involves international collaboration. There are accelerator facilities at CERN, DESY, SLAC, Fermi lab and Brookhaven. Results are disseminated and shared by scientists in many countries.",,"La investigación sobre partículas físicas ricas en energía implica la colaboración internacional. Existen instalaciones de aceleradores en CERN, DESY, SLAC, Fermilab y Brookhaven. Científicos de muchos países difunden y comparten los resultados."
C.3.IM3,C (core),C.3,International-mindedness,core,,The ITER project is a collaboration between many countries and aims to demonstrate that fusion is an energy source of the future.,,El proyecto ITER cuenta con la colaboración de muchos países y propone demostrar que la fusión es la fuente de energía del futuro.
C.3.ToK1,C (core),C.3,Theory of Knowledge,core,,The use of nuclear energy carries risks as well as benefits. Who should ultimately be responsible for assessing these? How do we know what is best for society and the individual?,,El uso de energía nuclear conlleva riesgos así como también beneficios. ¿Quién debería ser el responsable final de evaluar esto? ¿Cómo sabemos qué es lo mejor para la sociedad y el individuo?
C.3.Aims1,C (core),C.3,Aims,core,,"Aim 7: Computer animations and simulations of radioactive decay, and nuclear fusion and fission reactions.",,Objetivo 7: Animaciones y simulaciones informáticas sobre desintegración radiactiva y reacciones de fusión y fisión nucleares.
C.3.Aims2,C (core),C.3,Aims,core,,Aim 8: Consideration of the environmental impact of nuclear energy illustrating the implications of using science and technology,,Objetivo 8: Consideración del impacto ambiental de la energía nuclear para ilustrar las implicaciones del uso de la ciencia y la tecnología.
C.4.NoS,C (core),C.4,Nature of Science,core,,"Public understanding—harnessing the sun’s energy is a current area of research and challenges still remain. However, consumers and energy companies are being encouraged to make use of solar energy as an alternative energy source. (5.2)",,Conocimiento público: el empleo de la energía del Sol es un tema actual de investigación y sigue siendo un desafío. Sin embargo se anima a los consumidores y a las compañías de energía a usar la energía solar como fuente alternativa. (5.2)
C.4.U1,C (core),C.4,Understandings,core,,Light can be absorbed by chlorophyll and other pigments with a conjugated electronic structure.,,La luz es absorbida por la clorofila y otros pigmentos con estructura electrónica conjugada.
C.4.U2,C (core),C.4,Understandings,core,,Photosynthesis converts light energy into chemical energy: 6CO2 + 6H2OC6H12O6 + 6O2,,La fotosíntesis convierte energía luminosa en energía química: 6CO2 + 6H2O  C6H12O6 + 6O2
C.4.U3,C (core),C.4,Understandings,core,,Fermentation of glucose produces ethanol which can be used as a biofuel: C6H12O6  2C2H5OH + 2CO2,,La fermentación de la glucosa produce etanol que se usa como biocombustible: C6H12O6  2C2H5OH + 2CO2
C.4.U4,C (core),C.4,Understandings,core,,Energy content of vegetable oils is similar to that of diesel fuel but they are not used in internal combustion engines as they are too viscous.,,El contenido energético de los aceites vegetales es similar al del combustible diesel pero estos no se pueden usar en el motor de combustión interna por ser demasiado viscosos.
C.4.U5,C (core),C.4,Understandings,core,,Transesterification between an ester and an alcohol with a strong acid or base catalyst produces a different ester: RCOOR1 + R2OH -> RCOOR2 + R1OH,,La transesterificación entre un éster y un alcohol con un catalizador ácido fuerte o básico produce un éster diferente: RCOOR1 + R2OH  RCOOR2 + R1OH
C.4.U6,C (core),C.4,Understandings,core,,"In the transesterification process, involving a reaction with an alcohol in the presence of a strong acid or base, the triglyceride vegetable oils are converted to a mixture mainly comprising of alkyl esters and glycerol, but with some fatty acids.",,"En el proceso de transesterificación, que implica una reacción con un alcohol en presencia de un ácido o base fuertes, los triglicéridos de los aceites vegetales se convierten en una mezcla formada principalmente por ésteres de alquilo y glicerina, pero con algunos ácidos grasos."
C.4.U7,C (core),C.4,Understandings,core,,Transesterification with ethanol or methanol produces oils with lower viscosity that can be used in diesel engines.,,La transesterificación con metanol o etanol produce aceites de menor viscosidad que se pueden usar en motores diesel.
C.4.AS1,C (core),C.4,Applications and skills,core,,Identification of features of the molecules that allow them to absorb visible light.,Absorption spectrum (experimental),Identificación de las características de las moléculas que les permiten a estas absorber luz visible.
C.4.AS2,C (core),C.4,Applications and skills,core,,Explanation of the reduced viscosity of esters produced with methanol and ethanol.,,Explicación de la reducción de viscosidad que se produce cuando los ésteres producidos se mezclan con metanol y etanol.
C.4.AS3,C (core),C.4,Applications and skills,core,,Evaluation of the advantages and disadvantages of the use of biofuels.,,Evaluación de las ventajas y desventajas del uso de biocombustibles.
C.4.AS4,C (core),C.4,Applications and skills,core,,Deduction of equations for transesterification reactions.,,Deducción de ecuaciones para reacciones de transesterificación.
C.4.G1,C (core),C.4,Guidance,core,,Only a conjugated system with alternating double bonds needs to be covered.,,Solo es preciso tratar sistemas conjugados con enlaces dobles alternados.
C.4.ToK1,C (core),C.4,Theory of Knowledge,core,,The claims of “cold fusion” were dismissed as the results are not reproducible. Is it always possible to obtain replicable results in the natural sciences? Are reproducible results possible in other areas of knowledge?,,La “fusión fría” fue desechada porque los resultados no son reproducibles. ¿es siempre posible obtener resultados reproducibles en las ciencias naturales? ¿Son posibles los resultados reproducibles en otras áreas del conocimiento?
C.4.Aims1,C (core),C.4,Aims,core,,Aim 2: The conversion of solar energy is important in a number of different technologies.,,Objetivo 2: La conversión de energía solar es importante en algunas tecnologías.
C.4.Aims2,C (core),C.4,Aims,core,,"Aim 6: Experiments could include those involving photosynthesis, fermentation and transesterification.",,"Objetivo 6: Los experimentos podrían incluir fotosíntesis, fermentación y transesterificación."
C.4.Aims3,C (core),C.4,Aims,core,,"Aim 8: Transesterification reactions, with waste cooking oil, could reduce waste and produce excellent biofuels.",,Objetivo 8: Las reacciones de transesterificación con aceite de cocina residual podrían reducir los residuos y producir excelentes biocombustibles.
C.5.NoS1,C (core),C.5,Nature of Science,core,,Transdisciplinary—the study of global warming encompasses a broad range of concepts and ideas and is transdisciplinary. (4.1),,Transdisciplinariedad: el estudio del calentamiento global comprende una variedad de conceptos e ideas y es transdisciplinario. (4.1)
C.5.NoS2,C (core),C.5,Nature of Science,core,,Collaboration and significance of science explanations to the public—reports of the Intergovernmental Panel on Climate Change (IPCC). (5.2),,Colaboración e importancia de las explicaciones científicas al público: informes del Grupo Intergubernamental de Expertos sobre el Cambio Climático (IPCC). (5.2)
C.5.NoS3,C (core),C.5,Nature of Science,core,,Correlation and cause and understanding of science—CO2 levels and Earth average temperature show clear correlation but wide variations in the surface temperature of the Earth have occurred frequently in the past. (2.8),,"Correlación y causa, y comprensión de la ciencia: los niveles de CO2 y la temperatura media de la Tierra muestran clara correlación; sin embargo, en el pasado, las variaciones amplias de temperatura de la superficie de la Tierra eran frecuentes. (2.8)"
C.5.U1,C (core),C.5,Understandings,core,,Greenhouse gases allow the passage of incoming solar short wavelength radiation but absorb the longer wavelength radiation from the Earth. Some of the absorbed radiation is re-radiated back to Earth.,Infrared active vibrational modes,Los gases que causan efecto invernadero permiten la entrada de radiación solar de longitud de onda corta pero absorben la radiación de mayor longitud de onda que sale de la Tierra. Parte de la radiación absorbida es reirradiada hacia la Tierra.
C.5.U2,C (core),C.5,Understandings,core,,There is a heterogeneous equilibrium between concentration of atmospheric carbon dioxide and aqueous carbon dioxide in the oceans.,,"Existe un equilibrio heterogéneo entre la concentración de dióxido de carbono presente en la atmósfera y el dióxido de carbono acuoso, presente en los océanos."
C.5.U3,C (core),C.5,Understandings,core,,Greenhouse gases absorb IR radiation as there is a change in dipole moment as the bonds in the molecule stretch and bend.,Infrared active vibrational modes,Los gases que causan el efecto invernadero absorben radiación IR ya que el momento dipolar varía debido a que los enlaces de la molécula se estiran y curvan.
C.5.U4,C (core),C.5,Understandings,core,,"Particulates such as smoke and dust cause global dimming as they reflect sunlight, as do clouds.",,"Las partículas, como el humo y el polvo, causan oscurecimiento global puesto que reflejan la luz del sol, como lo hacen las nubes."
C.5.AS1,C (core),C.5,Applications and skills,core,,Explanation of the molecular mechanisms by which greenhouse gases absorb infrared radiation.,Infrared active vibrational modes,Explicación de los mecanismos moleculares por medio de los cuales los gases que causan efecto invernadero absorben radiación infrarroja.
C.5.AS2,C (core),C.5,Applications and skills,core,,Discussion of the evidence for the relationship between the increased concentration of gases and global warming.,,Discusión de la evidencia de la relación existente entre el aumento de concentración de los gases y el calentamiento global.
C.5.AS3,C (core),C.5,Applications and skills,core,,"Discussion of the sources, relative abundance and effects of different greenhouse gases.",Infrared active vibrational modes,"Discusión de las fuentes, la abundancia relativa y los efectos de los diferentes gases que causan efecto invernadero."
C.5.AS4,C (core),C.5,Applications and skills,core,,Discussion of the different approaches to the control of carbon dioxide emissions.,,Discusión de diferentes formas de controlar las emisiones de dióxido de carbono.
C.5.AS5,C (core),C.5,Applications and skills,core,,Discussion of pH changes in the ocean due to increased concentration of carbon dioxide in the atmosphere.,,Discusión de las variaciones de pH del océano debidas al aumento de concentración de dióxido de carbono en la atmósfera.
C.5.G1,C (core),C.5,Guidance,core,,"Greenhouse gases to be considered are CH4, H2O and CO2.",,"Los gases que causan efecto invernadero que deben considerarse son CH4, H2O y CO2."
C.5.IM1,C (core),C.5,International-mindedness,core,,This issue involves the international community working together to research and reduce the effects of global warming. Such attempts include the Intergovernmental Panel on Climate Change (IPCC) and the Kyoto Protocol which was extended in Qatar.,,"Este asunto involucra a la comunidad internacional toda, la cual trabaja unida para investigar y reducir los efectos del calentamiento global, mediante, por ejemplo, el Grupo Intergubernamental de Expertos sobre el Cambio Climático (IPCC) y el protocolo de Kioto que se extendió a Qatar."
C.5.ToK1,C (core),C.5,Theory of Knowledge,core,,"Some people question the reality of climate change, and question the motives of scientists who have “exaggerated” the problem. How do we assess the evidence collected and the models used to predict the impact of human activities?",,"Algunas personas cuestionan la veracidad del cambio climático, y cuestionan los motivos de los científicos que han “exagerado” el problema. ¿Cómo evaluamos la evidencia recogida y los modelos usados para predecir el impacto de las actividades humanas?"
C.5.Aims1,C (core),C.5,Aims,core,,Aim 6: The equilibrium between aqueous and gaseous carbon dioxide could be experimentally investigated.,,Objetivo 6: Se podría investigar experimentalmente el equilibrio entre el dióxido de carbono acuoso y gaseoso.
C.5.Aims2,C (core),C.5,Aims,core,,Aim 7: Computer modelling is a powerful tool by which knowledge can be gained about the greenhouse effect.,,Objetivo 7: El modelado informático es una herramienta poderosa por medio de la cual se puede incrementar el conocimiento sobre el efecto invernadero.
C.5.Aims3,C (core),C.5,Aims,core,,"Aim 8: Discussions of climate change and green chemistry raise awareness of the ethical, economic and environmental implications of using science and technology.",,"Objetivo 8: Las discusiones sobre el cambio climático y la química ecológica promueven la toma de conciencia sobre las implicaciones éticas, económicas y ambientales del uso de la ciencia y la tecnología."
C.6.NoS,C (HL),C.6,Nature of Science,HL,,Environmental problems—redox reactions can be used as a source of electricity but disposal of batteries has environmental consequences. (4.8),,"Problemas ambientales: las reacciones rédox se pueden usar como fuente de electricidad, pero la eliminación de las baterías tiene consecuencias ambientales. (4.8)"
C.6.U1,C (HL),C.6,Understandings,HL,,An electrochemical cell has internal resistance due to the finite time it takes for ions to diffuse. The maximum current of a cell is limited by its internal resistance.,,Una pila electroquímica tiene una resistencia interna debida al tiempo finito que tardan los iones en difundirse. La corriente máxima de una pila está limitada por su resistencia interna.
C.6.U2,C (HL),C.6,Understandings,HL,,The voltage of a battery depends primarily on the nature of the materials used while the total work that can be obtained from it depends on their quantity.,,El voltaje de una batería depende en primer lugar de la naturaleza de los materiales usados mientras que el trabajo total que se puede obtener de ella depende de su cantidad.
C.6.U3,C (HL),C.6,Understandings,HL,,In a primary cell the electrochemical reaction is not reversible. Rechargeable cells involve redox reactions that can be reversed using electricity.,,"En una pila primaria, la reacción electroquímica no es reversible. En las pilas recargables las reacciones rédox se pueden invertir usando electricidad."
C.6.U4,C (HL),C.6,Understandings,HL,,"A fuel cell can be used to convert chemical energy, contained in a fuel that is consumed, directly to electrical energy.",,Una pila de combustible se puede usar para convertir directamente la energía química del combustible que se consume en energía eléctrica.
C.6.U5,C (HL),C.6,Understandings,HL,,Microbial fuel cells (MFCs) are a possible sustainable energy source using different carbohydrates or substrates present in waste waters as the fuel.,,Las pilas de combustible microbiano (MFC) son una posible fuente sostenible de energía porque usan como combustible diferentes hidratos de carbono o los sustratos presentes en las aguas residuales.
C.6.U6,C (HL),C.6,Understandings,HL,,"The Nernst equation, E = E0 - (RT/nF) ln Q, can be used to calculate the potential of a half-cell in an electrochemical cell, under non-standard conditions.",,"Para calcular el potencial de la semipila de una pila electroquímica en condiciones no estándar, se usa la ecuación de Nernst, E = E0 - (Rt/nF) ln Q."
C.6.U7,C (HL),C.6,Understandings,HL,,The electrodes in a concentration cell are the same but the concentration of the electrolyte solutions at the cathode and anode are different.,,"En una pila de concentración, los electrodos son iguales pero la concentración de las soluciones de electrolitos en el ánodo y el cátodo es diferente."
C.6.AS1,C (HL),C.6,Applications and skills,HL,,Distinction between fuel cells and primary cells.,,Distinción entre pilas de combustible y pilas primarias.
C.6.AS2,C (HL),C.6,Applications and skills,HL,,Deduction of half equations for the electrode reactions in a fuel cell.,,Deducción de las semiecuaciones para las reacciones en los electrodos de una pila de combustible.
C.6.AS3,C (HL),C.6,Applications and skills,HL,,Comparison between fuel cells and rechargeable batteries.,,Comparación entre las pilas de combustible y las baterías recargables.
C.6.AS4,C (HL),C.6,Applications and skills,HL,,"Discussion of the advantages of different types of cells in terms of size, mass and voltage.",,"Discusión de las ventajas de los diferentes tipos de pilas en cuanto al tamaño, masa y voltaje."
C.6.AS5,C (HL),C.6,Applications and skills,HL,,Solution of problems using the Nernst equation.,,Resolución de problemas usando la ecuación de Nernst.
C.6.AS6,C (HL),C.6,Applications and skills,HL,,Calculation of the thermodynamic efficiency (ΔG/ΔH) of a fuel cell.,,"Cálculo de la eficacia termodinámica, (ΔG/ΔH), de una pila de combustible."
C.6.AS7,C (HL),C.6,Applications and skills,HL,,Explanation of the workings of rechargeable and fuel cells including diagrams and relevant half-equations.,,Explicación del funcionamiento de pilas recargables y de combustible incluyendo diagramas y semiecuaciones pertinentes.
C.6.G1,C (HL),C.6,Guidance,HL,,A battery should be considered as a portable electrochemical source made up of one or more voltaic (galvanic) cells connected in series.,,Una batería se debe considerar como una fuente electroquímica portátil formada por una o más pilas voltaicas (galvánicas) conectadas en serie.
C.6.G2,C (HL),C.6,Guidance,HL,,The Nernst equation is given in the data booklet in section 1.,,En la sección 1 del cuadernillo de datos se da la ecuación de Nernst.
C.6.G3,C (HL),C.6,Guidance,HL,,Hydrogen and methanol should be considered as fuels for fuel cells. The operation of the cells under acid and alkaline conditions should be considered. Students should be familiar with proton-exchange membrane (PEM) fuel cells.,,Se deben considerar el hidrógeno y el metanol como combustibles para las pilas de combustible. Se debe tratar el funcionamiento de las pilas en condiciones ácidas y alcalinas. Los alumnos deben estar familiarizados con la membrana de intercambio protónico (PEM) de las pilas de combustible.
C.6.G4,C (HL),C.6,Guidance,HL,,"The Geobacter species of bacteria, for example, can be used in some cells to oxidize the ethanoate ions (CH3COO-) under anaerobic conditions.",,"La especie de bacterias Geobacter, por ejemplo, se pueden usar en algunas pilas para oxidar los iones etanoato (CH3COO-) en condiciones anaeróbicas."
C.6.G5,C (HL),C.6,Guidance,HL,,"The lead–acid storage battery, the nickel–cadmium (NiCad) battery and the lithium–ion battery should be considered.",,"Se deben considerar la batería de almacenamiento plomo-ácido, la pila de niquel-cadmio (NiCad) y la batería de ion litio."
C.6.G6,C (HL),C.6,Guidance,HL,,Students should be familiar with the anode and cathode half-equations and uses of the different cells.,,Los alumnos deben estar familiarizados con las semiecuaciones que se producen en el ánodo y el cátodo y los usos de las diferentes pilas.
